area,scope,id,title,profile,status,detail,reviewedFrames,record,harness,reviewLedger,attemptCount,allReviewedFrames
shell,baseline,shell-route-pricing-enter,Navigate into /pricing,warm-375,reviewed,Stable: zero shifts and rect/scroll deltas; expected requested page replacement before first post-action frame.,5,/Users/albin/Code/jori/dist/layout-hunt/before/shell/shell-route-pricing-enter/warm-375/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/before/shell/reviewed.json,1,5
shell,baseline,shell-route-pricing-back,Return from /pricing using browser back,cold-1440,reviewed,SF1 font and SF2 sidebar buffered during back navigation; post-action reserved header/avatar and below-view height.,6,/Users/albin/Code/jori/dist/layout-hunt/before/shell/shell-route-pricing-back/cold-1440/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/before/shell/reviewed.json,1,6
shell,baseline,shell-route-pricing-back,Return from /pricing using browser back,warm-1440,reviewed,SF2 initial sidebar; reserved header/avatar and below-view document height.,6,/Users/albin/Code/jori/dist/layout-hunt/before/shell/shell-route-pricing-back/warm-1440/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/before/shell/reviewed.json,1,6
shell,baseline,shell-route-pricing-back,Return from /pricing using browser back,cold-375,reviewed,"SF1 font buffered during back navigation; reserved header, below-view height. React418 hydration mismatch replaces86 nodes at identical visible geometry; cause unconfirmed.",6,/Users/albin/Code/jori/dist/layout-hunt/before/shell/shell-route-pricing-back/cold-375/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/before/shell/reviewed.json,1,6
shell,baseline,shell-route-pricing-back,Return from /pricing using browser back,warm-375,reviewed,Reserved header and below-view document height.,6,/Users/albin/Code/jori/dist/layout-hunt/before/shell/shell-route-pricing-back/warm-375/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/before/shell/reviewed.json,1,6
shell,baseline,shell-route-trust-enter,Navigate into /trust,cold-1440,reviewed,Stable: zero shifts and rect/scroll deltas; expected requested page replacement before first post-action frame.,5,/Users/albin/Code/jori/dist/layout-hunt/before/shell/shell-route-trust-enter/cold-1440/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/before/shell/reviewed.json,1,5
shell,baseline,shell-route-trust-enter,Navigate into /trust,warm-1440,reviewed,Stable: zero shifts and rect/scroll deltas; expected requested page replacement before first post-action frame.,5,/Users/albin/Code/jori/dist/layout-hunt/before/shell/shell-route-trust-enter/warm-1440/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/before/shell/reviewed.json,1,5
shell,baseline,shell-route-trust-enter,Navigate into /trust,cold-375,reviewed,Stable: zero shifts and rect/scroll deltas; expected requested page replacement before first post-action frame.,5,/Users/albin/Code/jori/dist/layout-hunt/before/shell/shell-route-trust-enter/cold-375/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/before/shell/reviewed.json,1,5
shell,baseline,shell-route-trust-enter,Navigate into /trust,warm-375,reviewed,Stable: zero shifts and rect/scroll deltas; expected requested page replacement before first post-action frame.,5,/Users/albin/Code/jori/dist/layout-hunt/before/shell/shell-route-trust-enter/warm-375/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/before/shell/reviewed.json,1,5
shell,baseline,shell-route-trust-back,Return from /trust using browser back,cold-1440,reviewed,SF1 font and SF2 sidebar buffered during back navigation; post-action reserved header/avatar and below-view height.,6,/Users/albin/Code/jori/dist/layout-hunt/before/shell/shell-route-trust-back/cold-1440/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/before/shell/reviewed.json,1,6
shell,baseline,shell-route-trust-back,Return from /trust using browser back,warm-1440,reviewed,SF2 initial sidebar; reserved header/avatar and below-view document height.,6,/Users/albin/Code/jori/dist/layout-hunt/before/shell/shell-route-trust-back/warm-1440/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/before/shell/reviewed.json,1,6
shell,baseline,shell-route-trust-back,Return from /trust using browser back,cold-375,reviewed,SF1 font buffered during back navigation; reserved header and below-view document height.,6,/Users/albin/Code/jori/dist/layout-hunt/before/shell/shell-route-trust-back/cold-375/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/before/shell/reviewed.json,1,6
shell,baseline,shell-route-trust-back,Return from /trust using browser back,warm-375,reviewed,Reserved header and below-view document height.,6,/Users/albin/Code/jori/dist/layout-hunt/before/shell/shell-route-trust-back/warm-375/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/before/shell/reviewed.json,1,6
shell,baseline,shell-route-privacy-enter,Navigate into /privacy,cold-1440,reviewed,Stable: zero shifts and rect/scroll deltas; expected requested page replacement before first post-action frame.,5,/Users/albin/Code/jori/dist/layout-hunt/before/shell/shell-route-privacy-enter/cold-1440/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/before/shell/reviewed.json,1,5
shell,baseline,shell-route-privacy-enter,Navigate into /privacy,warm-1440,reviewed,Stable: zero shifts and rect/scroll deltas; expected requested page replacement before first post-action frame.,5,/Users/albin/Code/jori/dist/layout-hunt/before/shell/shell-route-privacy-enter/warm-1440/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/before/shell/reviewed.json,1,5
shell,baseline,shell-route-privacy-enter,Navigate into /privacy,cold-375,reviewed,Stable: zero shifts and rect/scroll deltas; expected requested page replacement before first post-action frame.,5,/Users/albin/Code/jori/dist/layout-hunt/before/shell/shell-route-privacy-enter/cold-375/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/before/shell/reviewed.json,1,5
shell,baseline,shell-route-privacy-enter,Navigate into /privacy,warm-375,reviewed,Stable: zero shifts and rect/scroll deltas; expected requested page replacement before first post-action frame.,5,/Users/albin/Code/jori/dist/layout-hunt/before/shell/shell-route-privacy-enter/warm-375/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/before/shell/reviewed.json,1,5
shell,baseline,shell-route-privacy-back,Return from /privacy using browser back,cold-1440,reviewed,SF1 font and SF2 sidebar buffered during back navigation; post-action reserved header/avatar and below-view height.,6,/Users/albin/Code/jori/dist/layout-hunt/before/shell/shell-route-privacy-back/cold-1440/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/before/shell/reviewed.json,1,6
shell,baseline,shell-route-privacy-back,Return from /privacy using browser back,warm-1440,reviewed,SF2 initial sidebar; reserved header/avatar and below-view document height.,6,/Users/albin/Code/jori/dist/layout-hunt/before/shell/shell-route-privacy-back/warm-1440/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/before/shell/reviewed.json,1,6
shell,baseline,shell-route-privacy-back,Return from /privacy using browser back,cold-375,reviewed,SF1 font buffered during back navigation; reserved header and below-view document height.,6,/Users/albin/Code/jori/dist/layout-hunt/before/shell/shell-route-privacy-back/cold-375/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/before/shell/reviewed.json,1,6
shell,baseline,shell-route-privacy-back,Return from /privacy using browser back,warm-375,reviewed,Reserved header and below-view document height.,6,/Users/albin/Code/jori/dist/layout-hunt/before/shell/shell-route-privacy-back/warm-375/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/before/shell/reviewed.json,1,6
shell,baseline,shell-route-terms-enter,Navigate into /terms,cold-1440,reviewed,Stable: zero shifts and rect/scroll deltas; expected requested page replacement before first post-action frame.,5,/Users/albin/Code/jori/dist/layout-hunt/before/shell/shell-route-terms-enter/cold-1440/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/before/shell/reviewed.json,1,5
shell,baseline,shell-route-terms-enter,Navigate into /terms,warm-1440,reviewed,Stable: zero shifts and rect/scroll deltas; expected requested page replacement before first post-action frame.,5,/Users/albin/Code/jori/dist/layout-hunt/before/shell/shell-route-terms-enter/warm-1440/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/before/shell/reviewed.json,1,5
shell,baseline,shell-route-terms-enter,Navigate into /terms,cold-375,reviewed,Stable: zero shifts and rect/scroll deltas; expected requested page replacement before first post-action frame.,5,/Users/albin/Code/jori/dist/layout-hunt/before/shell/shell-route-terms-enter/cold-375/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/before/shell/reviewed.json,1,5
shell,baseline,shell-route-terms-enter,Navigate into /terms,warm-375,reviewed,Stable: zero shifts and rect/scroll deltas; expected requested page replacement before first post-action frame.,5,/Users/albin/Code/jori/dist/layout-hunt/before/shell/shell-route-terms-enter/warm-375/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/before/shell/reviewed.json,1,5
shell,baseline,shell-route-terms-back,Return from /terms using browser back,cold-1440,reviewed,SF1 font and SF2 sidebar buffered during back navigation; post-action reserved header/avatar and below-view height.,6,/Users/albin/Code/jori/dist/layout-hunt/before/shell/shell-route-terms-back/cold-1440/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/before/shell/reviewed.json,1,6
shell,baseline,shell-route-terms-back,Return from /terms using browser back,warm-1440,reviewed,SF2 initial sidebar; reserved header/avatar and below-view document height.,6,/Users/albin/Code/jori/dist/layout-hunt/before/shell/shell-route-terms-back/warm-1440/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/before/shell/reviewed.json,1,6
shell,baseline,shell-route-terms-back,Return from /terms using browser back,cold-375,reviewed,SF1 font buffered during back navigation; reserved header and below-view document height.,6,/Users/albin/Code/jori/dist/layout-hunt/before/shell/shell-route-terms-back/cold-375/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/before/shell/reviewed.json,1,6
shell,baseline,shell-route-terms-back,Return from /terms using browser back,warm-375,reviewed,Reserved header and below-view document height.,6,/Users/albin/Code/jori/dist/layout-hunt/before/shell/shell-route-terms-back/warm-375/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/before/shell/reviewed.json,1,6
shell,baseline,shell-route-sign-in-enter,Navigate into /sign-in,cold-1440,reviewed,Stable geometry; deliberate decorative canvas animation in reserved right column.,5,/Users/albin/Code/jori/dist/layout-hunt/before/shell/shell-route-sign-in-enter/cold-1440/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/before/shell/reviewed.json,1,5
shell,baseline,shell-route-sign-in-enter,Navigate into /sign-in,warm-1440,reviewed,Stable geometry; deliberate decorative canvas animation in reserved right column.,5,/Users/albin/Code/jori/dist/layout-hunt/before/shell/shell-route-sign-in-enter/warm-1440/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/before/shell/reviewed.json,1,5
shell,baseline,shell-route-sign-in-enter,Navigate into /sign-in,cold-375,reviewed,Same-size responsive dialog-to-drawer trigger replacement; no movement or visible flash.,5,/Users/albin/Code/jori/dist/layout-hunt/before/shell/shell-route-sign-in-enter/cold-375/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/before/shell/reviewed.json,1,5
shell,baseline,shell-route-sign-in-enter,Navigate into /sign-in,warm-375,reviewed,Stable; zero shifts and rect/scroll deltas.,5,/Users/albin/Code/jori/dist/layout-hunt/before/shell/shell-route-sign-in-enter/warm-375/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/before/shell/reviewed.json,1,5
shell,baseline,shell-route-sign-in-back,Return from /sign-in using browser back,cold-1440,reviewed,SF1 font and SF2 sidebar buffered during back navigation; post-action reserved header/avatar and below-view height.,6,/Users/albin/Code/jori/dist/layout-hunt/before/shell/shell-route-sign-in-back/cold-1440/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/before/shell/reviewed.json,1,6
shell,baseline,shell-route-sign-in-back,Return from /sign-in using browser back,warm-1440,reviewed,SF2 initial sidebar; reserved header/avatar and below-view document height.,6,/Users/albin/Code/jori/dist/layout-hunt/before/shell/shell-route-sign-in-back/warm-1440/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/before/shell/reviewed.json,1,6
shell,baseline,shell-route-sign-in-back,Return from /sign-in using browser back,cold-375,reviewed,SF1 font buffered during back navigation; reserved header and below-view document height.,6,/Users/albin/Code/jori/dist/layout-hunt/before/shell/shell-route-sign-in-back/cold-375/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/before/shell/reviewed.json,1,6
shell,baseline,shell-route-sign-in-back,Return from /sign-in using browser back,warm-375,reviewed,Reserved header and below-view document height.,6,/Users/albin/Code/jori/dist/layout-hunt/before/shell/shell-route-sign-in-back/warm-375/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/before/shell/reviewed.json,1,6
shell,baseline,shell-protected-01-enter,Navigate into /chat/$conversationId,cold-1440,reviewed,"SF4 composer readiness, SF5 breadcrumb; SF7 async sidebar on desktop; reserved full-viewport auth loading replacement.",5,/Users/albin/Code/jori/dist/layout-hunt/before/shell/shell-protected-01-enter/cold-1440/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/before/shell/reviewed.json,1,5
shell,baseline,shell-protected-01-enter,Navigate into /chat/$conversationId,warm-1440,reviewed,"SF4 composer readiness, SF5 breadcrumb; SF7 async sidebar on desktop; reserved full-viewport auth loading replacement.",5,/Users/albin/Code/jori/dist/layout-hunt/before/shell/shell-protected-01-enter/warm-1440/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/before/shell/reviewed.json,1,5
shell,baseline,shell-protected-01-enter,Navigate into /chat/$conversationId,cold-375,reviewed,"SF4 composer readiness, SF5 breadcrumb; SF7 async sidebar on desktop; reserved full-viewport auth loading replacement.",5,/Users/albin/Code/jori/dist/layout-hunt/before/shell/shell-protected-01-enter/cold-375/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/before/shell/reviewed.json,1,5
shell,baseline,shell-protected-01-enter,Navigate into /chat/$conversationId,warm-375,reviewed,"SF4 composer readiness, SF5 breadcrumb; SF7 async sidebar on desktop; reserved full-viewport auth loading replacement.",5,/Users/albin/Code/jori/dist/layout-hunt/before/shell/shell-protected-01-enter/warm-375/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/before/shell/reviewed.json,1,5
shell,baseline,shell-protected-01-back,Return from /chat/$conversationId to prior console route,cold-1440,reviewed,SF3 Recent recentering; SF4 model readiness; SF7 sidebar data insertion on desktop. Auth overlay appears for full-document back navigation.,6,/Users/albin/Code/jori/dist/layout-hunt/before/shell/shell-protected-01-back/cold-1440/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/before/shell/reviewed.json,1,6
shell,baseline,shell-protected-01-back,Return from /chat/$conversationId to prior console route,warm-1440,reviewed,SF3 Recent recentering; SF4 model readiness; SF7 sidebar data insertion on desktop. Auth overlay appears for full-document back navigation.,6,/Users/albin/Code/jori/dist/layout-hunt/before/shell/shell-protected-01-back/warm-1440/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/before/shell/reviewed.json,1,6
shell,baseline,shell-protected-01-back,Return from /chat/$conversationId to prior console route,cold-375,reviewed,SF3 Recent recentering; SF4 model readiness; SF7 sidebar data insertion on desktop. Auth overlay appears for full-document back navigation.,6,/Users/albin/Code/jori/dist/layout-hunt/before/shell/shell-protected-01-back/cold-375/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/before/shell/reviewed.json,1,6
shell,baseline,shell-protected-01-back,Return from /chat/$conversationId to prior console route,warm-375,reviewed,SF3 Recent recentering; SF4 model readiness; SF7 sidebar data insertion on desktop. Auth overlay appears for full-document back navigation.,6,/Users/albin/Code/jori/dist/layout-hunt/before/shell/shell-protected-01-back/warm-375/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/before/shell/reviewed.json,1,6
shell,baseline,shell-protected-02-enter,Navigate into /chat,cold-1440,reviewed,SF3 Recent recentering; SF4 model readiness; SF7 sidebar data insertion on desktop. Auth overlay appears for full-document back navigation.,5,/Users/albin/Code/jori/dist/layout-hunt/before/shell/shell-protected-02-enter/cold-1440/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/before/shell/reviewed.json,1,5
shell,baseline,shell-protected-02-enter,Navigate into /chat,warm-1440,reviewed,SF3 Recent recentering; SF4 model readiness; SF7 sidebar data insertion on desktop. Auth overlay appears for full-document back navigation.,5,/Users/albin/Code/jori/dist/layout-hunt/before/shell/shell-protected-02-enter/warm-1440/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/before/shell/reviewed.json,1,5
shell,baseline,shell-protected-02-enter,Navigate into /chat,cold-375,reviewed,SF3 Recent recentering; SF4 model readiness; SF7 sidebar data insertion on desktop. Auth overlay appears for full-document back navigation.,5,/Users/albin/Code/jori/dist/layout-hunt/before/shell/shell-protected-02-enter/cold-375/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/before/shell/reviewed.json,1,5
shell,baseline,shell-protected-02-enter,Navigate into /chat,warm-375,reviewed,SF3 Recent recentering; SF4 model readiness; SF7 sidebar data insertion on desktop. Auth overlay appears for full-document back navigation.,5,/Users/albin/Code/jori/dist/layout-hunt/before/shell/shell-protected-02-enter/warm-375/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/before/shell/reviewed.json,1,5
shell,baseline,shell-protected-02-back,Return from /chat to prior console route,cold-1440,reviewed,SF7,6,/Users/albin/Code/jori/dist/layout-hunt/before/shell/shell-protected-02-back/cold-1440/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/before/shell/reviewed.json,1,6
shell,baseline,shell-protected-02-back,Return from /chat to prior console route,warm-1440,reviewed,SF7,6,/Users/albin/Code/jori/dist/layout-hunt/before/shell/shell-protected-02-back/warm-1440/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/before/shell/reviewed.json,1,6
shell,baseline,shell-protected-02-back,Return from /chat to prior console route,cold-375,reviewed,Stable reserved full-page replacement,6,/Users/albin/Code/jori/dist/layout-hunt/before/shell/shell-protected-02-back/cold-375/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/before/shell/reviewed.json,1,6
shell,baseline,shell-protected-02-back,Return from /chat to prior console route,warm-375,reviewed,Stable reserved full-page replacement,6,/Users/albin/Code/jori/dist/layout-hunt/before/shell/shell-protected-02-back/warm-375/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/before/shell/reviewed.json,1,6
shell,baseline,shell-protected-03-enter,Navigate into /context,cold-1440,reviewed,SF7,5,/Users/albin/Code/jori/dist/layout-hunt/before/shell/shell-protected-03-enter/cold-1440/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/before/shell/reviewed.json,1,5
shell,baseline,shell-protected-03-enter,Navigate into /context,warm-1440,reviewed,SF7,5,/Users/albin/Code/jori/dist/layout-hunt/before/shell/shell-protected-03-enter/warm-1440/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/before/shell/reviewed.json,1,5
shell,baseline,shell-protected-03-enter,Navigate into /context,cold-375,reviewed,Stable reserved full-page replacement,5,/Users/albin/Code/jori/dist/layout-hunt/before/shell/shell-protected-03-enter/cold-375/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/before/shell/reviewed.json,1,5
shell,baseline,shell-protected-03-enter,Navigate into /context,warm-375,reviewed,SF8 source placeholder height,5,/Users/albin/Code/jori/dist/layout-hunt/before/shell/shell-protected-03-enter/warm-375/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/before/shell/reviewed.json,1,5
